Name,About
Anarchy Online,"Anarchy Online – the first ever science fiction MMO – is now on Steam! Compete and cooperate with thousands of players simultaneously on a vast, alien world. Join humanity nearly 30,000 years in the future in a world of perpetual conflict and scientific marvel."
Curse of Mermos,"Curse of Mermos is a free, lighthearted hack and slash game with fast paced action and challenging combat. Players wield the Hammer of Horus or shoot the Crossbow of Neith to defeat hordes of monsters in the tomb of Ebo. The game features unlock-able abilities and skill upgrades for personalized combat."
Guilt Free,Guilt Free is a visual novel crossed with a point and click made to offer perspective on mental health and eating disorders. Navigate a couple's rocky relationship and encounter 'flaws' or 'quirks' that may actually be symptomatic behaviors.
Forklift Racer,"Forklift Racer is a brand new arcade forklift experience. With realistic handling, and online multiplayer, Forklift Racer offers an experience like no other. Customize your Forklift, play with friends, and race to the finish line!"
The Elder Scrolls Online: Necrom,Traverse the Telvanni Peninsula in Morrowind and preserve secrets ascribed to the unfathomable realms of Apocrypha. Unlock the runic power of a brand-new class - the Arcanist - and fight to uphold reality itself.
Party Bots,Party Bots is an online party game for up to 100 players. Survive on your platform in a chaotic arena and be the last bot standing!
Lonely Knight - Idle Roguelike RPG,Lonely Knight is a game that combines idle and roguelike elements. Defeat monsters and embark on a journey to find companions for the lonely knight. Experience growth through idle gameplay and test your strength in dungeons!
Realities,Explore what was out of reach before - travel to mesmerizing real world places and discover their stories!
ChronoBreach,"A deadly factory surrounds you. The manipulation of time is necessary to escape this underground facility. Use your wit, your laser blaster, and your time-warping abilities to face your demise head-on and triumph!"
Penimorta,"You are a Wizard. Being imprisoned in Penimorta, a maximum security prison, has little appeal. Naturally, you've decided to bust out. The problem is... between every floor of Penimorta is a Corporeal Beast. Can you escape?"
Rocket of Whispers: Prologue,"In a chilling cellar below the apocalyptic snow, Fei Lin the witch wakes up from hibernation, and ventures into the forsaken world. Guide her through the process of escaping the cellar, and seeing the changed world for her first time."
Palinurus,"A drifting traveler boards a one-man space shuttle destined for Alpha Centauri. This shuttle is piloted by Budapest, an artificial intelligence program designed to serve humanity. When disaster unexpectedly befalls their ship, the two of them are sent careening through uncharted space."
12 bananas,"Leap over treacherous chasms, navigate past a sea of hazards, and locate all 12 bananas as you embark on an epic quest and travel the patience-testing path that lies ahead in this infuriatingly challenging, unforgiving, puzzling, memey platformer."
Jay Fighter: Remastered,"In a world where the only thing you know is combat, can you survive endless waves of enemies?"
Stream Racer,"Stream Racer is a racing game for Twitch.tv streamers. Build your own tracks, host your own races, stream it on Twitch.tv and have your viewers join you. Engage more with your viewers by giving them a racing car on your stream. Get ready for a hilariously chaotic time for your viewers and you!"
Nimbatus - Drone Creator,Use the Nimbatus Drone Creator to construct physically simulated drones and try them out in a virtual testing environment. Do you have what it takes to become a drone engineer?
Kneedle Knight,"Kneedle Knight is a 3rd-person puzzle platformer game. Conjure fabric with a magic needle as Sir Lukoss the Small and merge in and out of fabric. Solve puzzles, platform across magical objects, and defeat cursed candle minions to return Sir Lukoss to normal and defeat the Witch of Fabric!"
Burn Me Twice,"A narrative adventure that combines the exploration and investigation of the enigmatic town of Düstenburg and its people, with trials that test your knowledge about the case."
THE MULLER-POWELL PRINCIPLE: Foreword,"This prologue was created to present an overall concept of the main game through a pair of gameplay hours to introduce you to some of the game’s mechanics, creatures, and ideas."
Legendary Hoplite: Arachne’s Trial,"Legendary Hoplite: Arachne’s Trial is a combination of Tower Defense and Action RPG. Upgrade your army, get the best gear, and craft unique strategies across 10 levels. Face Arachne, and seamlessly transfer progress to the main game."
L.S.D.: Prologue to Lasting Spiritual Derangement,"L.S.D. is a first person experience set during a hallucinogen trip.In the prologue of this dream-like, surreal experience, you will explore mysterious open worlds, find weapons and fight against dangerous enemies.Will you be able to break the loop and get back to reality?"
Uptasia,Discover Uptasia! Create your own little 19th century town with fantastic production sites and shops. Master a wide variety of hidden object game challenges. Put your reactions and strategic skill to the test. Download Uptasia now!
Hero Plus,"Hero Plus is a massively multiplayer online role-playing game (MMORPG) based on a story written by three generations of Chinese novelists. It is free to play with cash shop items available, much like The Legend of Ares, Scions of Fate, Silkroad Online and many other MMORPG's."
you're just imagining it,"A chronic illness simulator. You think you have a chronic illness, but you don't know what. All you know is you are always in some state of pain. You've been to too many doctors to count... but you still have to live your life."
Recycling Center Simulator: Prologue,"Recycling Center Simulator: Prologue is a free business simulator game in which you make money from garbage. Collect raw materials for your recycling center from different locations, recycle them, make money by producing new products and improving your factory."
Few Nights More: Genesis,"The Few Nights More is a roguelike turn-based RPG based in a world where Vampire Lords seek to conquer lost territories and their place in the world. Design and defend your stronghold, slay your enemies with traps, and fulfill your Lord’s true potential, slowly conquering what is rightfully yours."
哈希绿洲 Hash Oasis,"Virtual Lover, Emotional Support，Hash Oasis is a 3D social app, offering a unique virtual lover for emotional companionship. Feel supported anytime you're lonely. Enjoy immersive dating, singing, movies, and games with VR-enhanced realism. Experience romance as tangible as in real life."
Steambirds Alliance Beta,Steambirds Alliance is a massively-cooperative bullet-hell shooter! Fly with dozens of your feathered friends in an open world full of cruel cat bosses and endless waves of deadly bullets.
Ironbound,Ironbound is a turn-based multiplayer strategy game with fast-paced duels and deep meta-game. Upgrade your character and equipment and climb to the top of the multiplayer ladder!
